date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2005-10-21,59403,25344,40830,10019,81764,88907,31587,75240,27083,93703,7286,1679,3094,2775,4082,6392,3172,8271,4128,3500,884,958,202,72,85,40,66
2005-10-22,8310,58608,50000,59179,62552,13847,74936,68362,46834,1755,1159,9650,8860,2709,9332,4288,9208,3789,9046,6363,719,844,829,70,4,28,88
2005-10-23,69886,76464,65666,5897,88694,33599,34452,14077,2230,58217,358,7676,8166,6355,4985,1705,8626,4683,4002,7948,319,941,51,14,20,2,28
2005-10-24,7114,77041,15383,37721,32601,96927,26920,29767,93215,13311,9620,3969,2789,4832,1978,6489,508,67,9404,6072,718,41,176,36,91,37,67
2005-10-25,25734,92511,41704,71001,83168,9955,86289,91106,5785,63360,4786,888,9036,4371,6518,9803,9780,8732,7372,5088,693,402,167,95,54,12,21
2005-10-26,31791,93315,71696,32690,47434,56463,39191,2433,14330,50599,5568,3634,2236,2852,4045,6882,629,7924,4646,3118,748,798,588,14,13,79,95
2005-10-27,79406,49690,35862,2321,46567,78870,90893,90783,10321,29485,530,9859,5324,6220,781,8929,7838,1553,1435,6642,746,979,476,43,4,96,21
2005-10-28,54238,22592,41618,54256,42810,16494,69082,81683,73336,30261,6396,4223,3719,8537,6626,8790,4594,7895,2808,9695,915,557,772,63,91,83,87
2005-10-29,27483,77224,20409,95083,99245,74190,84277,71742,10346,3194,6976,5696,8374,8380,4078,772,2468,9103,7500,3716,105,898,533,37,44,56,52
2005-10-30,78585,20369,47464,88428,67910,87764,89392,25457,86695,81610,1719,7792,1777,774,9605,3405,2452,5740,1891,1301,743,262,416,18,5,74,21
2005-10-31,23764,90793,70953,36139,79971,96078,92800,53265,76654,30649,746,9431,6802,4693,1872,7906,5668,7229,7350,3670,631,231,701,57,34,58,19
2005-11-01,9946,62450,87555,29525,25522,92182,42875,15978,3009,5362,7099,6239,6981,3214,3834,1053,5426,5779,175,5164,175,713,957,43,19,80,53
2005-11-02,47678,83581,53359,26296,86353,97600,47626,28355,8174,72939,9536,7807,5462,3958,1432,4848,5541,9954,8030,1722,406,704,768,29,7,10,66
2005-11-03,46216,92580,3219,54951,79238,24748,40063,6031,52952,35350,5043,5290,3617,8575,3832,3996,5531,8992,2672,4255,9,706,580,51,88,69,48
2005-11-04,6615,11961,97651,78130,50057,90283,79694,12130,57095,19471,8871,1215,8410,6465,1039,1684,6284,4596,3288,5636,607,424,673,96,73,89,14
2005-11-05,60256,97373,68203,38830,51304,68225,29732,80592,63929,75413,1199,5451,9542,5952,2320,9684,9014,8632,5254,6622,876,978,140,34,36,32,69
2005-11-06,84464,7295,94349,34455,35387,47292,32585,52821,77804,42755,8784,3547,8977,3194,1288,1357,9656,5711,166,1725,250,987,997,96,51,69,25
2005-11-07,24795,82562,31716,97001,69797,85710,13727,37602,56545,34481,8368,8500,9936,2100,9745,7166,9663,7416,568,3301,869,794,459,75,71,72,14
2005-11-08,84860,26456,91455,78835,27425,22386,2107,48861,85799,76897,6470,7231,3820,6007,468,8377,7618,4560,4067,2077,242,316,43,10,83,29,12
2005-11-09,43990,45262,11040,51969,20594,17403,10310,49587,83861,82567,4862,2878,7920,3341,2296,4700,1750,8856,7262,9510,915,692,545,65,68,23,77
2005-11-10,72718,89658,87421,6233,26999,96608,63271,34872,73808,46282,1253,997,3492,6902,6023,1145,9074,4522,4574,9132,344,529,253,78,62,83,47
2005-11-11,77533,56840,62114,78290,57937,74062,78225,78014,27098,48940,7129,7766,4725,6304,9186,3616,5317,5757,3076,2839,950,652,412,70,94,30,24
2005-11-12,85287,86749,27091,91975,14356,73199,98212,12544,25677,67771,3521,3861,1266,9676,7788,2907,4439,4744,5599,4104,196,24,372,1,78,86,15
2005-11-13,28979,78492,7962,15554,15838,54483,90969,43809,25535,48312,6459,2886,691,8941,8688,4103,8371,401,4375,395,182,704,602,78,34,65,77
2005-11-14,83519,69637,73328,25111,85848,84388,25721,38344,13610,13872,1313,8774,8032,3843,6467,9383,4913,9308,5573,9749,523,128,475,83,43,40,36
2005-11-15,57506,48455,81344,29781,54534,10472,58810,26776,94508,77781,2399,4863,3167,1706,8927,1815,1662,3354,7174,941,111,194,569,37,20,71,18
2005-11-16,13114,70236,14255,23519,87429,22907,92789,83681,65332,85228,4189,4551,4498,2789,666,3904,8543,36,7909,1954,386,328,783,74,93,27,6
2005-11-17,74793,81220,21769,6598,12115,81170,9966,22390,40194,6364,5320,2615,8737,3607,4251,7032,932,8609,2383,5381,330,169,66,68,53,84,26
2005-11-18,94294,80335,71749,45920,35525,9161,92372,36364,16063,56792,1296,2527,4901,5373,1246,1408,9479,7517,9676,2230,999,311,727,22,6,2,46
2005-11-19,10230,58646,72724,61642,90190,87361,50294,11349,97894,31362,6706,8679,1309,1846,7411,2521,2790,2646,8186,4820,116,789,669,49,41,70,88
2005-11-20,22003,33761,37949,10316,16975,76159,78441,51429,92903,97956,6618,5807,8880,658,8732,5730,5903,1460,7864,561,986,785,15,34,72,62,51
2005-11-21,74081,93273,8275,40512,17388,49154,80132,3113,5866,17261,2063,7854,9361,7337,1011,3722,1875,4692,1052,7947,427,706,953,23,25,74,77
2005-11-22,34300,67526,64508,79037,16447,92005,41949,33683,91680,26828,9622,589,6231,8517,8197,2670,7788,7703,9347,5578,919,838,412,95,65,91,64
2005-11-23,95008,32085,59522,57887,27171,88121,82493,4742,83342,72348,1956,2857,6180,5346,8191,974,2446,425,6390,6848,214,851,269,61,8,1,64
2005-11-24,74258,13802,11485,22012,16275,11958,70258,11440,28292,92545,7896,416,7185,6308,1266,9406,5542,5775,1838,473,63,185,760,23,18,81,9
2005-11-25,3464,94605,13791,71057,71541,86592,72378,23622,63234,29322,5304,6289,3868,5479,5757,9382,6844,6071,7208,7672,113,32,79,64,76,2,24
2005-11-26,9008,39844,80105,12140,51348,83080,92770,76673,82919,3570,5251,2224,8261,1881,236,406,290,3880,6988,2297,302,824,963,53,58,72,21
2005-11-27,67471,40653,78971,25812,56691,88951,48846,14104,41327,44676,909,8217,4174,2764,8378,1243,3717,4425,1118,2408,745,876,215,51,47,66,27
2005-11-28,89348,90835,62139,59889,53204,63302,23231,65757,88286,32452,5662,6091,7760,7809,262,6845,4377,2677,4952,3027,236,521,931,23,16,32,82
2005-11-29,9824,42109,70384,91107,15383,15695,50621,11459,69175,15589,7321,203,1243,1762,1755,6353,4336,8748,1845,979,216,801,433,21,93,4,67
2005-11-30,74087,81003,31932,68924,45111,17337,54752,26354,55057,30907,7782,1868,6966,1944,238,8088,2120,7657,4426,2046,214,269,154,7,40,35,42
2005-12-01,15508,30892,64880,59744,16161,49098,45583,97577,86133,65926,1780,2665,1225,5325,3766,3279,3635,7883,9089,6860,79,571,926,94,39,35,29
2005-12-02,19624,32360,89674,32254,91069,82960,43942,95575,97495,91517,7925,4477,3635,4048,5325,8873,3957,7178,8770,6911,846,294,590,17,54,32,83
2005-12-03,29411,14928,95320,52775,60634,77145,10865,24367,59700,80040,3984,9539,7336,6344,2205,9726,9068,7431,7491,5303,988,49,697,64,32,43,2
2005-12-04,80004,87534,12038,59335,46347,70317,43231,82736,5597,83695,839,603,6213,4918,955,4831,9993,7715,5629,9278,925,730,85,32,38,86,73
2005-12-05,75026,4373,94573,1727,53747,96145,73502,74570,34229,12033,2535,7865,6034,4186,5610,5259,2212,7622,474,2710,253,584,592,85,93,67,8
2005-12-06,75343,10810,18063,38219,25293,9759,37511,72727,86421,11929,792,1269,5863,103,6977,9301,2934,3389,1887,5105,651,541,950,10,12,45,86
2005-12-07,83110,15975,56748,76343,1023,89269,43183,38013,15101,89784,9395,9136,4591,1179,582,6177,3596,885,8296,8167,183,760,717,37,54,53,15
2005-12-08,72225,36137,72013,59906,68563,26277,2443,26587,65935,35834,4130,5955,9568,3459,842,2949,7151,5966,2837,1565,188,864,254,83,54,11,74
2005-12-09,61217,9451,36203,17377,34216,3803,9333,56343,70879,53529,2705,7146,9945,2726,3656,9890,4512,8958,7195,7329,409,397,517,79,74,25,18
2005-12-10,91298,82453,47459,43214,96740,20116,77302,23950,62836,28243,8050,1785,2708,5465,3859,1044,999,5301,9015,239,517,670,501,69,52,29,32
2005-12-11,45352,81895,27596,66491,76528,78945,50058,66915,43159,52956,540,4117,9858,3167,7189,7090,7364,7659,8109,1986,508,544,638,76,13,64,92
2005-12-12,55418,15342,13852,32706,96443,54182,20237,72883,30348,3592,8557,7704,3071,154,6133,8929,3676,8733,8891,4373,902,453,485,62,36,92,63
2005-12-13,14938,12296,99434,56202,2918,72925,10135,17778,59025,75257,1291,6461,4091,49,6645,5585,1548,3325,2014,5759,849,53,669,79,57,65,41
2005-12-14,17124,1424,16893,37551,83474,33404,58743,91165,29298,66756,6823,9644,1782,2019,4418,2175,9042,3009,5449,6685,70,375,97,13,41,63,22
2005-12-15,24605,40510,86578,89116,14324,68408,87119,4649,77711,70327,7070,5902,7662,5570,5068,1635,9884,1948,5647,4582,769,991,97,26,86,76,27
2005-12-16,28448,76573,5404,71525,67382,44413,75513,13047,14536,71971,9686,6226,4214,3902,7288,9226,6534,5955,8291,764,494,928,592,15,96,92,98
2005-12-17,36066,93224,70402,10254,50665,48407,72408,89617,59485,63958,9207,1148,5386,7405,4568,7820,9790,7545,8142,1445,189,201,447,23,28,32,61
2005-12-18,95323,88158,82262,68934,92429,85167,11579,9469,27302,50345,6977,4889,5868,6369,8673,6328,1418,3734,7486,4075,381,761,345,48,67,44,65
2005-12-19,93886,77159,80050,37666,19702,34992,55183,61865,11931,45569,8233,3311,5952,2170,6962,8721,2646,4823,2605,1969,754,707,440,40,59,88,68
2005-12-20,35292,43105,49605,42926,88497,57475,11182,64009,14293,53584,2953,1942,2986,1240,3773,8278,5171,2279,5457,7081,230,165,476,56,19,69,11
2005-12-21,45087,54214,20030,90752,67399,23093,24346,25447,44044,20904,4767,2616,7361,2723,2714,3393,2630,4765,2101,4973,629,769,896,34,73,67,76
2005-12-22,76127,9688,79445,5616,65390,42224,19672,43964,5317,31742,3237,8564,2201,7837,87,5619,1255,5935,2724,5834,695,688,473,60,82,38,69
2005-12-23,21345,25710,69084,68691,41713,4608,66477,55275,70764,18294,1119,6233,829,3878,3951,8087,6207,4686,5220,9207,450,452,435,22,67,39,78
2005-12-24,65520,88336,92448,41493,53086,11234,8774,31549,82789,81221,5358,8388,4929,8062,2330,1442,7924,4880,6928,7623,337,272,726,17,77,99,89
2005-12-25,41252,3054,14490,13518,81664,32629,93724,81529,79937,62150,8238,1503,912,9459,8347,3054,6411,3320,5743,4332,811,217,819,76,92,65,17
2005-12-26,44991,17231,44589,36008,83668,57631,93890,96797,97625,23919,2317,983,9091,6121,2319,1658,2601,8418,435,8662,464,503,717,74,69,61,5
2005-12-27,9778,31496,7092,61248,47445,58824,65842,26607,53530,92313,8884,7376,9560,336,316,3613,4191,1484,558,4773,884,365,384,66,5,50,7
2005-12-28,64632,82177,22028,75601,72490,33805,60942,35724,9315,30291,8896,9083,5281,6039,4636,9068,6657,8079,5546,6638,993,470,606,30,39,16,71
2005-12-29,99368,46055,62778,60289,88506,69626,47494,79209,66476,37029,8465,1393,4087,8999,5796,9647,4446,5179,4744,6508,865,175,769,78,24,43,86
2005-12-30,48190,91333,58172,14448,90565,34900,50614,46798,63892,91111,8065,1148,8360,1714,8479,8089,8286,3284,1481,7953,531,695,49,72,34,66,31
2005-12-31,84069,49627,5573,48022,9718,85000,63953,93888,66863,34383,1925,1731,8723,4761,8612,2841,9382,1547,4458,2559,483,523,305,26,69,16,13
2006-01-01,26850,7853,4492,5309,5322,23963,31598,9472,23298,67980,3838,6660,8830,4177,6954,2724,9612,4249,841,5036,669,11,393,55,73,48,17
2006-01-02,99465,24459,3002,92824,90595,18384,31652,20526,64663,42403,6992,2054,129,2690,4325,7486,5726,6459,9926,7226,156,158,924,67,52,17,56
2006-01-03,66962,96091,79272,63919,69639,13060,99813,6413,17507,72003,5200,6312,3182,8865,6105,3027,3018,3822,7060,5612,328,866,369,83,91,48,24
2006-01-04,67400,68739,23322,45237,56053,14497,96447,84080,20740,94448,8833,3902,9082,8141,3489,1927,8954,569,4405,2192,971,376,473,60,14,90,11
2006-01-05,23748,37632,92695,83243,92942,9570,23686,30338,52925,82790,7572,1053,9677,3574,4527,3481,257,6728,3973,5502,301,610,597,96,84,43,20
2006-01-06,45172,75870,63524,21394,67602,62298,44397,26231,38591,85424,4180,5094,9946,1845,5202,7874,2247,6007,4017,1391,514,665,412,78,82,20,36
2006-01-07,51647,17944,31789,29114,89120,11401,43053,79538,24849,2869,451,2057,7942,8838,6954,8061,4050,1028,1953,552,471,259,758,29,67,99,78
2006-01-08,30779,22951,82915,54772,40572,98379,86437,15666,33954,54791,1936,8247,2538,2402,8907,9584,1645,3103,2107,3845,243,344,273,46,57,77,89
2006-01-09,25322,80107,57138,28695,91818,62516,52447,64522,45151,40037,2505,6999,6708,2481,5990,8740,2501,5594,3909,231,752,647,637,67,64,76,94
2006-01-10,26491,81420,54342,19931,31570,16805,97146,49906,99254,39974,4181,6501,3257,5948,2733,188,7518,2826,7338,1138,163,146,973,41,77,22,79
2006-01-11,46333,55581,51338,86741,27879,75421,27223,2067,62269,21303,679,5127,6681,1925,1773,4641,2403,3653,8128,2361,741,916,726,75,98,31,39
2006-01-12,65327,50886,78159,72889,4378,30724,66119,24341,647,77365,4549,7219,3291,3162,5260,7487,5530,3294,6478,2403,381,995,129,10,99,85,92
2006-01-13,3188,15034,91703,97894,21666,70716,16644,67237,36380,66822,1053,9795,6952,6419,9210,73,4132,8407,6172,9033,887,888,263,4,72,44,83
2006-01-14,98421,15965,80658,95213,75629,10040,88732,48935,22934,82487,8164,2929,6101,8643,6470,4860,4698,681,8171,3464,219,162,120,92,27,2,23
2006-01-15,48258,20253,65434,56672,82838,74594,1646,25902,63534,88982,4198,2657,262,2967,7138,4873,1527,9715,2378,3397,59,405,77,33,84,76,48
2006-01-16,19007,87049,70592,61576,23282,82529,63456,16943,31188,36994,1312,927,2959,3716,8739,8722,7492,6320,6982,2348,465,128,851,29,89,15,26
2006-01-17,58265,32394,99562,90098,91049,37855,23408,68631,17410,92545,1527,2165,9934,2749,1283,1606,3176,3881,4171,8208,987,738,976,19,14,80,53
2006-01-18,54174,74899,79190,46904,21297,26554,21574,33884,14425,28641,8819,4414,8471,3975,6032,3564,8381,9484,4052,3618,742,82,68,18,48,3,58
2006-01-19,96100,17885,86220,39195,36408,13625,37288,74259,80782,37886,7895,9367,9104,665,4590,6273,8582,8247,3581,1983,485,785,69,71,76,5,2
2006-01-20,10418,30298,72399,70700,60579,18396,98417,22774,25531,19993,1260,1598,8405,5702,7740,2752,177,2544,2839,1658,321,998,824,85,7,56,74
2006-01-21,99791,17178,78059,97610,97144,96490,35532,51241,73907,83953,4671,4786,9645,9272,2587,1607,9558,5665,8011,4832,257,771,381,89,27,84,36
2006-01-22,46312,79960,58682,96969,43537,22306,85503,17386,55992,16870,3505,8876,6172,4467,347,7062,3984,2345,3780,2087,32,509,999,45,29,56,38
2006-01-23,46512,82329,1464,51698,62339,24222,49534,95067,22110,66324,6989,6905,7560,5943,5208,1680,790,1816,8664,1581,193,953,978,64,49,21,86
2006-01-24,46319,46682,62119,55688,59991,18553,93666,80393,49620,78164,5642,4815,2280,6224,2827,2275,592,6817,8121,5701,724,376,442,80,17,76,41
2006-01-25,10303,48059,94812,72671,88450,98807,55570,73205,14783,12299,2454,9150,8963,5725,7726,7370,7297,5229,6275,6681,217,750,749,51,29,33,48
2006-01-26,37516,51342,48213,63461,24823,66483,43715,68478,24965,92577,4820,7501,7975,7720,9245,5084,1545,407,5768,9319,468,585,389,39,85,33,38
2006-01-27,96885,46241,48903,92904,17436,27940,64763,88572,1106,91032,112,8703,4124,6697,91,2056,778,5128,2798,536,829,178,393,35,96,91,53
2006-01-30,13128,63531,77144,64493,45132,96690,57995,31392,84749,78269,1708,7707,5602,1563,5640,5795,9452,4245,3164,6684,707,218,131,81,5,23,3
2006-01-31,94868,24758,12685,506,41553,4104,38806,6741,96483,66487,25,9380,2322,8994,6930,3907,3117,2391,7572,9300,632,390,773,48,91,94,39
2006-02-01,70134,41737,15339,76118,79705,85710,50168,6041,56347,49290,849,3496,844,6292,4160,8764,3960,5186,6394,5034,316,962,400,87,56,39,68
2006-02-02,12607,39063,14768,24126,21177,65031,94117,81978,92750,71061,3055,7202,3140,3397,6277,5912,6985,4853,1909,7096,292,29,147,52,80,67,23
2006-02-03,90538,67696,733,86163,41659,11262,81009,1688,90148,45794,265,2429,5689,3511,469,4502,9172,1949,5362,3246,29,227,582,39,71,42,91
2006-02-04,89913,71285,34602,628,72625,6932,67221,16485,95436,57814,9542,5116,9177,1638,7912,150,7552,6782,4534,82,128,577,725,59,42,16,88
2006-02-05,58189,59663,5307,22685,67525,91058,62885,10862,83161,60309,1251,4910,1408,9630,7373,4422,4179,1202,3188,1112,201,783,942,82,52,83,42
2006-02-06,55857,65603,46463,1581,9938,71204,11298,6659,32649,45743,1734,4033,9947,1925,3629,4417,5782,3900,4535,8322,709,739,153,70,9,66,79
2006-02-07,25681,15202,45031,43274,66936,215,7895,20997,74919,87405,4719,5253,1282,9295,7686,5857,7733,6578,7688,4456,104,717,265,65,79,6,86
2006-02-08,52808,5921,1457,20797,68122,8219,89092,13105,60637,4714,7308,9998,6950,2806,1318,7596,3360,2795,5034,5209,557,426,930,72,90,93,40
2006-02-09,97239,81219,53125,86195,55708,1519,12681,18383,93762,35599,1418,9854,315,8326,4705,3133,3066,5447,6307,5396,760,955,842,29,19,56,18
2006-02-10,61803,92481,38189,98486,82956,97682,69072,10160,81037,29454,9695,1739,2666,7092,6922,1055,8450,4929,4771,6966,411,553,949,12,37,48,99
2006-02-11,30760,52316,59477,87248,8138,98621,69786,81694,88249,52813,5767,7015,8997,3993,4314,3741,6841,5375,996,898,830,985,617,54,96,89,99
2006-02-12,78278,8162,61386,16865,19390,51054,27458,99085,64660,3331,844,7465,8308,2109,2768,7400,4312,7739,7860,2742,450,371,915,88,41,2,63
2006-02-13,13103,77950,31329,13730,29675,11598,17845,22696,39452,29247,5396,4723,9812,963,3325,4826,526,2102,2912,8313,319,875,217,95,97,67,83
2006-02-14,4643,4318,29213,95859,98336,72073,62970,32919,56247,67302,7400,4839,6701,2694,96,8162,2854,898,3643,1040,481,186,870,8,70,96,24
2006-02-15,58730,64909,94023,84234,27293,9446,68981,70918,80934,39077,5243,1790,2803,8399,5943,3116,9266,7260,5815,2615,801,268,166,35,86,18,32
2006-02-16,426,47273,2622,26954,6682,93377,46796,18998,72326,56680,5372,5459,5881,5817,4785,1179,8608,5758,9132,6896,142,360,864,22,53,65,51
2006-02-17,18932,25976,71477,31374,17133,6549,94220,67640,36527,92041,7079,4063,7388,2872,6840,931,5940,8227,1544,7152,71,693,120,91,75,92,89
2006-02-18,72766,10921,15910,6902,63582,26913,44307,32774,8426,35422,3096,7840,5036,2947,3155,8601,8515,4000,5496,2332,512,357,434,48,40,18,60
2006-02-19,61777,36843,70095,1549,34600,38343,61755,5935,92652,85462,6759,9275,4903,4113,6311,9294,2774,4434,2402,8448,245,751,229,12,70,83,45
2006-02-20,67700,9269,20366,64355,80470,4127,29928,7181,49599,18401,312,3253,4063,7597,2321,7792,3468,4244,4251,7892,141,234,340,92,95,73,7
2006-02-21,92091,97512,44910,72577,47541,4136,23316,64684,9742,63460,2251,4661,4482,5125,2869,5537,1632,3383,1897,9677,321,70,493,32,47,16,0
2006-02-22,24165,68564,40166,81209,17448,21382,4010,82897,37935,22474,5817,5904,7266,5843,3841,1767,851,7179,4658,2426,515,780,24,22,10,35,65
2006-02-23,15758,41172,81801,91839,66460,66102,34530,2836,53567,23138,2183,9557,8931,5499,9770,8780,7687,786,5627,7137,915,644,545,31,9,63,62
2006-02-24,17805,21239,57543,69106,87811,15922,11178,5930,21015,77226,9165,8974,5830,172,6952,7222,9104,8416,9446,479,266,75,230,81,95,58,83
2006-02-25,91484,97,49044,70662,95598,15286,34241,86709,24651,35392,3013,5674,1669,9047,1647,2193,2098,2876,7319,9,844,700,62,4,8,40,96
2006-02-26,61779,9124,84311,79122,27294,43101,60316,69135,13961,43158,8631,7603,4075,3727,43,3210,3124,5866,6898,5314,313,744,154,87,81,50,45
2006-02-27,66912,94648,29959,5547,39946,28013,96787,54953,1062,35295,7265,3703,2814,5921,1638,5035,1400,1054,8282,2983,913,643,795,15,73,46,83
2006-02-28,4909,67090,60749,66371,94712,11211,26713,2824,75853,31343,6145,1713,3596,7444,2493,9540,1529,3738,4514,2996,838,122,216,8,14,25,75
2006-03-01,12705,7226,90146,38890,16776,11339,58111,9754,82675,6369,8174,4848,4434,1875,3344,8471,1824,4185,1789,9986,587,450,378,18,16,78,21
2006-03-02,26526,17584,61932,34201,25438,27328,24292,79860,86791,9160,5261,3084,6418,4858,6993,204,3198,8480,8290,9626,729,493,311,41,91,19,48
2006-03-03,24024,95207,6769,98616,10738,20559,52038,81662,13625,3204,878,7145,5356,7516,1928,9437,6683,5865,6154,8255,210,530,156,47,48,14,51
2006-03-04,85160,91084,68912,99892,40686,50656,85322,48051,28578,81342,8431,4947,9253,3474,8915,2904,1183,8561,998,955,603,72,746,75,65,36,48
2006-03-05,16356,36319,80769,98277,95113,12360,66009,62508,70996,82230,3688,136,7780,5332,4903,5204,8338,4463,8631,7382,110,594,286,5,97,36,18
2006-03-06,71676,78890,13199,23293,49998,68840,65651,55278,60852,81943,7143,7605,6000,4015,7965,6480,2507,370,8513,6714,137,317,989,89,27,90,2
2006-03-07,64242,37430,72256,400,3995,4051,27402,890,83200,93510,7726,5171,638,4823,4839,720,7556,502,1029,9924,210,922,893,81,28,12,84
2006-03-08,94246,76372,5906,36183,48138,91841,36416,79669,52042,83041,527,7588,6508,1140,9180,9660,4400,3456,2146,7661,324,633,532,37,85,30,39
2006-03-09,45201,81786,96718,76505,33192,5373,93493,7681,27272,29333,4201,2543,7732,1775,1682,1290,4687,3602,2458,8145,550,525,600,95,72,81,45
2006-03-10,73410,51279,98535,36399,96734,64681,65630,51497,12326,98511,4664,6945,3563,8901,9290,674,5080,980,613,657,296,872,194,47,72,41,88
2006-03-11,68629,18831,57290,31413,80774,36351,75046,617,89703,42768,1046,1137,4262,2332,1346,6532,6559,2226,5946,3046,235,476,470,75,71,33,0
2006-03-12,6903,28053,34629,56469,86818,902,66335,44425,71682,88219,3213,4248,6520,7006,3830,8755,8776,8422,5269,6092,925,810,636,65,10,97,14
2006-03-13,70509,19845,79706,62089,25674,167,77247,9436,3888,25049,3685,3975,1950,9471,9010,93,6527,5764,2950,5704,650,212,901,31,65,57,16
2006-03-14,78556,35979,63999,4829,94268,29647,13557,97895,9712,44774,7145,599,1688,9075,5563,1167,8215,1911,5079,2742,804,200,799,34,81,74,10
2006-03-15,73428,5299,23290,64474,6375,69497,48346,6282,83918,98048,7213,824,4672,2987,8912,8185,3925,7300,9519,3678,130,838,876,79,17,22,80
2006-03-16,42919,82684,62430,39223,45217,9696,98811,37913,32721,39780,1965,9694,6524,6240,547,3446,2165,6264,620,6635,800,510,943,32,44,54,8
2006-03-17,37670,69668,10587,78570,63025,69500,62227,13737,53345,96431,2647,9672,2239,3786,1703,6265,1810,2937,2393,3964,394,856,594,57,35,82,29
2006-03-18,75045,66924,50096,32753,20224,79561,83729,66771,42783,68825,5421,9004,1372,9915,3945,5557,5558,7676,5992,6941,711,421,585,87,16,50,18
2006-03-19,3744,21237,52478,20380,37944,11801,7346,21066,51224,6075,960,190,2823,8484,6064,7440,9329,2739,8485,114,830,879,883,95,1,39,20
2006-03-20,84630,47160,91173,52727,45836,56648,55434,37398,63272,3967,7667,2761,4333,5257,9267,4719,8605,3091,8134,341,531,543,720,30,61,21,52
2006-03-21,4008,37473,8178,88236,79864,15099,78889,18466,79979,98106,4363,1789,5167,3739,1495,1628,9358,7075,3191,7484,138,203,194,94,33,69,10
